time,drivingEndBearingTemp-I,drivingEndBearingTemp-II,nonDrivingEndBearingTemp-I,nonDrivingEndBearingTemp-II
18:37:54,36.6,36.8,36.1,36.2
18:38:54,36.9,37.1,36.3,36.4
18:39:55,37.1,37.3,36.5,36.6
18:40:55,37.4,37.6,36.8,36.8
18:41:51,37.6,37.8,37,37.1
19:16:38,43.7,43.9,42.3,42.3
19:17:38,43.8,44,42.4,42.3
19:18:39,43.9,44.1,42.5,42.4
19:19:39,44,44.2,42.5,42.5
19:20:39,44.1,44.4,42.6,42.6
19:21:40,44.2,44.5,42.7,42.6
19:22:40,44.3,44.6,42.7,42.7
19:23:41,44.4,44.7,42.8,42.7
19:24:41,44.5,44.8,42.8,42.8
19:25:42,44.6,44.9,42.9,42.9
19:26:42,44.7,45,43,42.9
19:27:43,44.8,45,43,43
19:28:43,44.9,45.1,43.1,43
19:29:44,45,45.2,43.1,43.1
19:30:44,45.1,45.3,43.2,43.1
19:31:44,45.2,45.4,43.2,43.2
19:32:45,45.3,45.5,43.3,43.2
19:33:45,45.4,45.6,43.3,43.3
19:34:46,45.5,45.7,43.4,43.3
19:35:46,45.6,45.8,43.4,43.4
19:36:48,45.7,45.9,43.5,43.4
19:37:49,45.8,46,43.5,43.4
19:38:51,45.9,46.1,43.5,43.5
19:39:52,46,46.2,43.6,43.5
19:40:53,46.1,46.3,43.6,43.6
19:41:53,46.1,46.4,43.6,43.6
19:42:54,46.2,46.5,43.7,43.6
19:43:54,46.3,46.6,43.7,43.7
19:44:55,46.4,46.6,43.7,43.7
19:45:55,46.5,46.7,43.8,43.7
19:46:56,46.5,46.8,43.8,43.7
19:47:56,46.6,46.8,43.8,43.8
19:48:56,46.7,46.9,43.8,43.8
19:49:57,46.7,47,43.9,43.8
19:50:04,46.7,47,43.9,43.8
